timestamp,state,armed,flight_mode,lat,lon,alt_agl,alt_amsl,vx,vy,vz,batt_v,batt_pct,gps_fix,gps_sats,target_x,target_y,target_z,target_vx,target_vy,target_vz,cmd_vx,cmd_vy,cmd_vz
1786010446.9115562,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786010447.2415912,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010447.496439,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010447.736535,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010448.0283864,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010448.2616289,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010448.5083323,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010448.7223744,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010448.9283764,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010449.1368487,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
1786010449.3484106,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01730388925510877,0.0057651128314939876,3.5,0.0,0.0,0.0,0.0,0.0,0.0
