timestamp,state,armed,flight_mode,lat,lon,alt_agl,alt_amsl,vx,vy,vz,batt_v,batt_pct,gps_fix,gps_sats,target_x,target_y,target_z,target_vx,target_vy,target_vz,cmd_vx,cmd_vy,cmd_vz
1786128846.945719,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128847.1092682,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128847.2729511,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128847.4202092,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128847.5819519,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128847.744782,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128847.8944643,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128848.0481622,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128848.2135477,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128848.3792412,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128848.556961,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128848.7068272,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128848.8556118,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128849.0277524,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128849.1831372,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128849.4132473,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128849.613808,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128849.7797492,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128849.9566064,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128850.1153085,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128850.273741,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128850.4143863,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128850.5890543,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128850.74505,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128850.8913267,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128851.0468674,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128851.2496445,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128855.6471438,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128855.8019922,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
