timestamp_utc,elapsed_s,armed,flight_mode,lat_deg,lon_deg,alt_agl_m,alt_amsl_m,vx_ms,vy_ms,vz_ms,roll_deg,pitch_deg,yaw_deg,groundspeed_ms,airspeed_ms,heading_deg,throttle_pct,battery_v,battery_a,battery_pct,gps_fix_type,satellites_visible,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,last_status_text
2026-07-10T08:30:22.428Z,0.588,False,UNKNOWN,0.0000000,0.0000000,-0.07,0.00,0.00,0.00,0.01,1.11,0.15,17.05,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:30:22.928Z,1.088,False,STABILIZE,0.0000000,0.0000000,-0.12,0.00,0.00,0.00,0.01,1.11,0.15,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:23.428Z,1.588,False,STABILIZE,0.0000000,0.0000000,-0.06,0.00,0.00,0.00,0.01,1.11,0.15,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:23.929Z,2.090,False,STABILIZE,0.0000000,0.0000000,-0.17,0.00,0.00,0.00,0.01,1.11,0.15,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:24.432Z,2.592,False,STABILIZE,0.0000000,0.0000000,-0.08,0.00,0.00,0.00,0.01,1.12,0.15,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:24.934Z,3.095,False,STABILIZE,0.0000000,0.0000000,-0.05,0.00,0.00,0.00,0.01,1.12,0.15,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:25.435Z,3.595,False,STABILIZE,0.0000000,0.0000000,-0.12,0.00,0.00,0.00,0.01,1.11,0.15,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:25.935Z,4.095,False,STABILIZE,0.0000000,0.0000000,-0.11,0.00,0.00,0.00,0.01,1.11,0.16,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:26.435Z,4.595,False,STABILIZE,0.0000000,0.0000000,-0.08,0.00,0.00,0.00,0.01,1.11,0.16,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
2026-07-10T08:30:26.935Z,5.095,False,STABILIZE,0.0000000,0.0000000,-0.12,0.00,0.00,0.00,0.01,1.11,0.16,17.04,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,PreArm: Board (3.9v) out of range 4.3-5.8v
