timestamp_utc,elapsed_s,armed,flight_mode,lat_deg,lon_deg,alt_agl_m,alt_amsl_m,vx_ms,vy_ms,vz_ms,roll_deg,pitch_deg,yaw_deg,groundspeed_ms,airspeed_ms,heading_deg,throttle_pct,battery_v,battery_a,battery_pct,gps_fix_type,satellites_visible,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,last_status_text
2026-07-10T08:27:19.983Z,0.501,False,UNKNOWN,0.0000000,0.0000000,-0.00,0.00,0.00,0.00,0.00,1.10,0.18,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:27:20.485Z,1.003,False,STABILIZE,0.0000000,0.0000000,-0.01,0.00,0.00,0.00,0.00,1.10,0.17,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:27:20.986Z,1.504,False,STABILIZE,0.0000000,0.0000000,-0.01,0.00,0.00,0.00,0.00,1.10,0.17,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:27:21.486Z,2.004,False,STABILIZE,0.0000000,0.0000000,0.01,0.00,0.00,0.00,0.00,1.11,0.18,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:27:21.986Z,2.504,False,STABILIZE,0.0000000,0.0000000,0.06,0.00,0.00,0.00,0.00,1.11,0.18,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:27:22.486Z,3.005,False,STABILIZE,0.0000000,0.0000000,0.04,0.00,0.00,0.00,0.00,1.10,0.18,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:27:22.990Z,3.509,False,STABILIZE,0.0000000,0.0000000,0.03,0.00,0.00,0.00,0.00,1.10,0.19,17.41,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,
2026-07-10T08:27:23.506Z,4.025,False,STABILIZE,0.0000000,0.0000000,0.01,0.00,0.00,0.00,0.00,1.11,0.19,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,GPS 1: u-blox saving config
2026-07-10T08:27:24.026Z,4.545,False,STABILIZE,0.0000000,0.0000000,-0.01,0.00,0.00,0.00,0.00,1.11,0.19,17.40,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,GPS 1: u-blox saving config
2026-07-10T08:27:24.547Z,5.065,False,STABILIZE,0.0000000,0.0000000,-0.01,0.00,0.00,0.00,0.00,1.11,0.19,17.41,0.01,0.00,17.0,0,0.000,-0.01,-1,1,0,0,0,0,0,0,0,0,0,GPS 1: u-blox saving config
