timestamp,state,armed,flight_mode,lat,lon,alt_agl,alt_amsl,vx,vy,vz,batt_v,batt_pct,gps_fix,gps_sats,target_x,target_y,target_z,target_vx,target_vy,target_vz,cmd_vx,cmd_vy,cmd_vz
1786128316.6686513,SEARCHING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786128316.9074612,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.014686801090169586,0.004578873171026606,2.7750000953674316,0.0,0.0,0.0,0.0,0.0,0.0
1786128317.0994575,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.017818684602003813,0.0045932784816566435,2.783730352109439,-0.0010214920518725632,4.698421974424149e-06,0.0028474519691010767,0.0,0.0,0.0
1786128317.2849152,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.016520698655505095,0.004587308307260922,2.7801121618039466,0.0005937708528950653,-2.731089309898033e-06,-0.0016551611744522075,0.0,0.0,0.0
1786128317.500932,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01745104218998933,0.004584246143261022,2.7782563546928167,-0.0014584960225634922,-8.796204883102404e-06,-0.005330890041666734,0.0,0.0,0.0
1786128317.7075522,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.016465474552844434,0.004536237289543525,2.749160861398193,0.001474742465880863,-0.0001367987177017396,-0.08290608638617457,0.0,0.0,0.0
1786128317.9182608,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.017220012213742066,0.00452412075001644,2.741817701391941,-0.000998602027373418,-0.0001445897895978285,-0.0876278212862506,0.0,0.0,0.0
1786128318.107187,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.016323712780378155,0.004496416870886013,2.7250279226936716,0.0017350755699841339,-0.00019484098829445303,-0.11808227502780233,0.0,0.0,0.0
1786128318.2880151,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.015581112672810368,0.004469187607729772,2.708525782312611,0.0033975348655767837,-0.00023161321105675083,-0.14036787191175656,0.0,0.0,0.0
1786128318.4660542,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01498882132386932,0.004442940395277649,2.6926188081866083,0.004281388034908171,-0.0002568870809063773,-0.15568495727826293,0.0,0.0,0.0
1786128318.628499,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.01484610838937238,0.00443437749258077,2.6874293096106663,0.004267116741458477,-0.0002560307906366894,-0.15516600742066872,0.0,0.0,0.0
1786128318.7847471,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.014703871164657097,0.00442584313289288,2.6822571093633107,0.004252893018986949,-0.00025517735466790045,-0.15464878739593316,0.0,0.0,0.0
1786128318.9421988,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.0145621080640242,0.004417337221070617,2.677102149783446,0.004238716708923659,-0.00025432676348567413,-0.1541332914379467,0.0,0.0,0.0
1786128319.0925145,TRACKING,0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,-0.014420817507060079,0.004408859662287761,2.671964373402181,0.004224587653227248,-0.00025347900760738855,-0.15361951379982022,0.0,0.0,0.0
