timestamp_utc,elapsed_s,armed,flight_mode,lat_deg,lon_deg,alt_agl_m,alt_amsl_m,vx_ms,vy_ms,vz_ms,roll_deg,pitch_deg,yaw_deg,groundspeed_ms,airspeed_ms,heading_deg,throttle_pct,battery_v,battery_a,battery_pct,gps_fix_type,satellites_visible,rc1,rc2,rc3,rc4,rc5,rc6,rc7,rc8,last_status_text
2026-07-09T13:59:04.328Z,0.502,False,STABILIZE,0.0000000,0.0000000,-0.15,0.00,0.00,0.00,0.00,2.03,1.36,84.29,0.01,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:04.828Z,1.002,False,STABILIZE,0.0000000,0.0000000,-0.10,0.00,0.00,0.00,0.00,2.03,1.35,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:05.421Z,1.595,False,STABILIZE,0.0000000,0.0000000,-0.13,0.00,0.00,0.00,0.00,2.03,1.35,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:05.923Z,2.097,False,STABILIZE,0.0000000,0.0000000,-0.11,0.00,0.00,0.00,0.00,2.03,1.35,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:06.423Z,2.597,False,STABILIZE,0.0000000,0.0000000,-0.12,0.00,0.00,0.00,0.00,2.03,1.35,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:06.923Z,3.097,False,STABILIZE,0.0000000,0.0000000,-0.13,0.00,0.00,0.00,0.00,2.03,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:07.425Z,3.599,False,STABILIZE,0.0000000,0.0000000,-0.14,0.00,0.00,0.00,0.00,2.03,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:07.927Z,4.101,False,STABILIZE,0.0000000,0.0000000,-0.15,0.00,0.00,0.00,0.00,2.02,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:08.432Z,4.606,False,STABILIZE,0.0000000,0.0000000,-0.11,0.00,0.00,0.00,0.00,2.02,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:09.022Z,5.196,False,STABILIZE,0.0000000,0.0000000,-0.16,0.00,0.00,0.00,0.00,2.03,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:09.525Z,5.699,False,STABILIZE,0.0000000,0.0000000,-0.13,0.00,0.00,0.00,0.00,2.02,1.33,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,
2026-07-09T13:59:10.026Z,6.200,False,STABILIZE,0.0000000,0.0000000,-0.12,0.00,0.00,0.00,0.00,2.02,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:10.527Z,6.702,False,STABILIZE,0.0000000,0.0000000,-0.16,0.00,0.00,0.00,0.00,2.02,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:11.029Z,7.203,False,STABILIZE,0.0000000,0.0000000,-0.15,0.00,0.00,0.00,0.00,2.03,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:11.621Z,7.795,False,STABILIZE,0.0000000,0.0000000,-0.17,0.00,0.00,0.00,0.00,2.02,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:12.121Z,8.295,False,STABILIZE,0.0000000,0.0000000,-0.13,0.00,0.00,0.00,0.00,2.02,1.33,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:12.621Z,8.795,False,STABILIZE,0.0000000,0.0000000,-0.14,0.00,0.00,0.00,0.00,2.02,1.33,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:13.122Z,9.296,False,STABILIZE,0.0000000,0.0000000,-0.15,0.00,0.00,0.00,0.00,2.02,1.33,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:13.623Z,9.797,False,STABILIZE,0.0000000,0.0000000,-0.14,0.00,0.00,0.00,0.00,2.02,1.34,84.29,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:14.124Z,10.299,False,STABILIZE,0.0000000,0.0000000,-0.15,0.00,0.00,0.00,0.00,2.02,1.34,84.30,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:14.625Z,10.799,False,STABILIZE,0.0000000,0.0000000,-0.17,0.00,0.00,0.00,0.00,2.02,1.34,84.30,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:15.125Z,11.300,False,STABILIZE,0.0000000,0.0000000,-0.18,0.00,0.00,0.00,0.00,2.02,1.34,84.30,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:15.625Z,11.800,False,STABILIZE,0.0000000,0.0000000,-0.14,0.00,0.00,0.00,0.00,2.02,1.34,84.30,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:16.127Z,12.301,False,STABILIZE,0.0000000,0.0000000,-0.16,0.00,0.00,0.00,0.00,2.02,1.34,84.30,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:16.627Z,12.801,False,STABILIZE,0.0000000,0.0000000,-0.17,0.00,0.00,0.00,0.00,2.02,1.34,84.30,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:17.127Z,13.301,False,STABILIZE,0.0000000,0.0000000,-0.17,0.00,0.00,0.00,0.00,2.02,1.34,84.30,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:17.629Z,13.803,False,STABILIZE,0.0000000,0.0000000,-0.16,0.00,0.00,0.00,0.00,2.02,1.34,84.31,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:18.131Z,14.305,False,STABILIZE,0.0000000,0.0000000,-0.18,0.00,0.00,0.00,0.00,2.02,1.34,84.31,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:18.722Z,14.896,False,STABILIZE,0.0000000,0.0000000,-0.18,0.00,0.00,0.00,0.00,2.02,1.34,84.31,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:19.224Z,15.398,False,STABILIZE,0.0000000,0.0000000,-0.14,0.00,0.00,0.00,0.00,2.03,1.34,84.31,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:19.724Z,15.898,False,STABILIZE,0.0000000,0.0000000,-0.18,0.00,0.00,0.00,0.00,2.03,1.34,84.31,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:20.224Z,16.398,False,STABILIZE,0.0000000,0.0000000,-0.20,0.00,0.00,0.00,0.00,2.03,1.34,84.31,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
2026-07-09T13:59:20.725Z,16.900,False,STABILIZE,0.0000000,0.0000000,-0.20,0.00,0.00,0.00,0.00,2.03,1.34,84.31,0.00,0.00,84.0,0,0.000,-0.01,-1,1,0,1499,1499,999,1499,999,999,1499,1499,PreArm: Board (3.8v) out of range 4.3-5.8v
